Villages	Year	Avg_Temp_C	Avg_Humidity_Percent	Soil_Type	Soil_pH	Crop_Name	Crop_Season	Soil_N_kg_ha	Soil_P_kg_ha	Soil_K_kg_ha	Rainfall_mm	Yield_kg_ha	Fertilizer_Type	Fertilizer_Quantity_kg_ha	Farm_Area_ha
Sonsheku	2024	18.1	54.6	Medium Black Soil	7.890056955	Rabi Jowar	Rabi	223.2	12.8	306.6	0	3091	DAP	150	3.05
Bamhane	2024	33.7	33.6	Medium Black Soil	7.52689088	Summer Maize	Summer	256.8	18.3	201.6	0	2994	DAP	229	3.13
Bamhane	2024	28	71.9	Medium Black Soil	7.550122563	Tur (Red Gram)	Kafik	256.8	18.3	201.6	542.9	1789	DAP	174	3.13
Bamhane	2024	18.8	54.3	Medium Black Soil	8.225149963	Rabi Jowar	Rabi	256.8	18.3	201.6	0	3066	DAP	119	3.13
Varvade	2024	33.2	39.5	Medium Black Soil	7.611396297	Onion	Summer	252.2	10.5	423.7	0	25935	UREA + 19:19:19	217	1.43
Varvade	2024	29.7	74.5	Medium Black Soil	7.925936546	Soybean	Kafik	252.2	10.5	423.7	563.9	2105	DAP	355	1.43
Varvade	2024	18.7	47.3	Medium Black Soil	7.828876482	Gram (Chickpea)	Rabi	252.2	10.5	423.7	0	1112	DAP	162	1.43
Jasane	2024	34.2	30.3	Medium Black Soil	7.777874661	Onion	Summer	140.5	24.4	310.4	0	22668	UREA + 19:19:19	162	2.79
Jasane	2024	28	74.3	Medium Black Soil	8.219866677	Cotton	Kafik	140.5	24.4	310.4	559.2	1966	DAP	141	2.79
Jasane	2024	18.1	47.5	Medium Black Soil	7.517458717	Wheat	Rabi	140.5	24.4	310.4	0	3107	DAP	196	2.79
Humbarde	2024	33.4	32.5	Medium Black Soil	8.031031749	Summer Maize	Summer	165.4	12.2	291.7	0	3512	DAP	263	3.13
Humbarde	2024	28.3	70.1	Medium Black Soil	8.270715547	Cotton	Kafik	165.4	12.2	291.7	533.8	2402	DAP	208	3.13
Humbarde	2024	18.2	51.2	Medium Black Soil	7.948134547	Gram (Chickpea)	Rabi	165.4	12.2	291.7	0	1351	DAP	153	3.13
Malich	2024	34.9	39.9	Medium Black Soil	8.24945797	Summer Maize	Summer	275.3	24.9	310.5	0	2998	DAP	193	1.97
Malich	2024	28.8	71.6	Medium Black Soil	7.541806303	Soybean	Kafik	275.3	24.9	310.5	547.1	2169	DAP	276	1.97
Malich	2024	19.3	49.9	Medium Black Soil	7.835034655	Gram (Chickpea)	Rabi	275.3	24.9	310.5	0	1365	12:32:16	83	1.97
Pimparkheda	2024	35	30.7	Medium Black Soil	7.708126233	Onion	Summer	189.7	20.8	465.9	0	24895	UREA + 19:19:19	161	2.08
Pimparkheda	2024	29.6	72.9	Medium Black Soil	8.084656772	Tur (Red Gram)	Kafik	189.7	20.8	465.9	531.2	1405	DAP	161	2.08
Pimparkheda	2024	18.5	51.6	Medium Black Soil	8.285037672	Gram (Chickpea)	Rabi	189.7	20.8	465.9	0	1662	12:32:16	106	2.08
Shirdhane Pr.dangari	2024	33.5	36.7	Light Black Soil	7.40522405	Summer Maize	Summer	218.6	15.9	323.8	0	3288	DAP	243	2.51
Shirdhane Pr.dangari	2024	29	74.2	Light Black Soil	7.723339681	Bajra (Millet)	Kafik	218.6	15.9	323.8	549.2	2794	DAP	188	2.51
Shirdhane Pr.dangari	2024	19.1	47.9	Light Black Soil	7.358478106	Safflower	Rabi	218.6	15.9	323.8	0	1350	12:32:16	78	2.51
Rohane	2024	34.4	34.1	Medium Black Soil	7.952264204	Summer Maize	Summer	239.1	10	385.9	0	2998	DAP	275	1.08
Rohane	2024	28.7	78.3	Medium Black Soil	7.871145989	Soybean	Kafik	239.1	10	385.9	556.5	1747	DAP	358	1.08
Rohane	2024	19.8	45.5	Medium Black Soil	8.277604264	Rabi Jowar	Rabi	239.1	10	385.9	0	3190	DAP	165	1.08
Pathare	2024	33.5	33.5	Medium Black Soil	7.986821818	Summer Maize	Summer	171.1	21.9	227.9	0	3025	DAP	210	2.29
Pathare	2024	29.6	79.9	Medium Black Soil	7.779605098	Soybean	Kafik	171.1	21.9	227.9	534.7	2035	DAP	292	2.29
Pathare	2024	19.9	54	Medium Black Soil	7.591276628	Gram (Chickpea)	Rabi	171.1	21.9	227.9	0	1682	12:32:16	100	2.29
Sondale	2024	33.6	39.9	Medium Black Soil	7.620997463	Summer Maize	Summer	217.6	17.2	392.7	0	3358	DAP	235	1.85
Sondale	2024	28.5	71.1	Medium Black Soil	7.680253544	Soybean	Kafik	217.6	17.2	392.7	541.6	1993	DAP	318	1.85
Sondale	2024	19.9	47.3	Medium Black Soil	7.700773329	Gram (Chickpea)	Rabi	217.6	17.2	392.7	0	1595	DAP	125	1.85
Wadade	2024	34.4	30.6	Medium Black Soil	8.180492846	Onion	Summer	113	18.7	368.4	0	28312	UREA + 19:19:19	254	2.31
Wadade	2024	29.5	78.8	Medium Black Soil	7.948978231	Cotton	Kafik	113	18.7	368.4	545.9	1899	DAP	172	2.31
Wadade	2024	18.5	48.8	Medium Black Soil	7.918712729	Gram (Chickpea)	Rabi	113	18.7	368.4	0	1113	DAP	117	2.31
Methi	2024	33.7	37.5	Medium Black Soil	7.591815097	Onion	Summer	212.1	19.1	402.9	0	24058	UREA + 19:19:19	170	1.48
Methi	2024	28.5	71.7	Medium Black Soil	8.188111755	Cotton	Kafik	212.1	19.1	402.9	566.8	2167	DAP	170	1.48
Methi	2024	18.9	48	Medium Black Soil	8.078251443	Gram (Chickpea)	Rabi	212.1	19.1	402.9	0	1368	DAP	115	1.48
Darkheda	2024	34.7	32.4	Medium Black Soil	7.55413469	Onion	Summer	261	14	447.5	0	27390	UREA + 19:19:19	198	4.56
Darkheda	2024	29	79.4	Medium Black Soil	8.066268078	Cotton	Kafik	261	14	447.5	569.7	1863	DAP	198	4.56
Darkheda	2024	19.3	53.7	Medium Black Soil	7.934830574	Rabi Jowar	Rabi	261	14	447.5	0	2951	DAP	143	4.56
Chhadwel (Korde)	2024	34.9	37.5	Light Black Soil	7.265380277	Onion	Summer	199.7	11.2	217.6	0	21990	UREA + 19:19:19	213	3.37
Chhadwel (Korde)	2024	29.4	79.7	Light Black Soil	7.566640513	Maize	Kafik	199.7	11.2	217.6	531.8	3319	DAP	268	3.37
Chhadwel (Korde)	2024	20	49.5	Light Black Soil	7.58775703	Safflower	Rabi	199.7	11.2	217.6	0	1222	12:32:16	103	3.37
Tarhad (Kasbe)	2024	33.1	32.9	Deep Black Soil	7.132619632	Summer Maize	Summer	166.8	21.8	412.3	0	2821	DAP	210	3.72
Tarhad (Kasbe)	2024	28.3	74.2	Deep Black Soil	7.756558518	Tur (Red Gram)	Kafik	166.8	21.8	412.3	560.4	1367	DAP	155	3.72
Tarhad (Kasbe)	2024	18.3	51	Deep Black Soil	7.679980297	Wheat	Rabi	166.8	21.8	412.3	0	3858	DAP	210	3.72
Vani	2024	33.8	39	Medium Black Soil	8.03521787	Onion	Summer	257.7	17.8	332.1	0	24833	UREA + 19:19:19	177	4.16
Vani	2024	29.9	75.5	Medium Black Soil	7.869836449	Cotton	Kafik	257.7	17.8	332.1	544.9	1727	DAP	177	4.16
Vani	2024	18.5	50.9	Medium Black Soil	7.829412433	Rabi Jowar	Rabi	257.7	17.8	332.1	0	3323	DAP	122	4.16
Devi	2024	34.8	34.1	Medium Black Soil	8.020778774	Onion	Summer	129.5	14.9	330.2	0	27065	UREA + 19:19:19	238	2.99
Devi	2024	29.1	72.7	Medium Black Soil	7.936345496	Cotton	Kafik	129.5	14.9	330.2	545.7	2439	DAP	193	2.99
Devi	2024	18.9	49	Medium Black Soil	7.549818485	Rabi Jowar	Rabi	129.5	14.9	330.2	0	2718	DAP	138	2.99
Chandgad	2024	33.5	35.1	Medium Black Soil	7.910002119	Summer Maize	Summer	117.7	13.3	379.5	0	3168	DAP	262	1.35
Chandgad	2024	28.6	73.7	Medium Black Soil	8.145122894	Cotton	Kafik	117.7	13.3	379.5	560.2	2382	DAP	202	1.35
Chandgad	2024	19	52.5	Medium Black Soil	7.867391902	Rabi Jowar	Rabi	117.7	13.3	379.5	0	2828	DAP	147	1.35
Amode (Pr. Ner)	2024	33.7	39.2	Light Black Soil	7.241565262	Summer Maize	Summer	247.1	25	479.9	0	3465	DAP	192	3.15
Amode (Pr. Ner)	2024	29.7	70.5	Light Black Soil	7.82902256	Bajra (Millet)	Kafik	247.1	25	479.9	566.7	2222	DAP	138	3.15
Amode (Pr. Ner)	2024	18.5	49.5	Light Black Soil	7.361091026	Gram (Chickpea)	Rabi	247.1	25	479.9	0	1366	12:32:16	82	3.15
Chhadwel	2024	33.2	33.5	Light Black Soil	7.406896668	Summer Maize	Summer	228.5	16.3	390.9	0	2718	DAP	240	3.35
Chhadwel	2024	29.5	76.8	Light Black Soil	7.331765083	Groundnut	Kafik	228.5	16.3	390.9	568	1365	DAP	185	3.35
Chhadwel	2024	19.2	52.1	Light Black Soil	7.464172052	Safflower	Rabi	228.5	16.3	390.9	0	960	12:32:16	75	3.35
Babhalde	2024	33.4	33.4	Medium Black Soil	8.105401205	Summer Maize	Summer	257.1	11.8	323	0	2610	DAP	265	3.98
Babhalde	2024	29.4	78.8	Medium Black Soil	7.915508688	Cotton	Kafik	257.1	11.8	323	553.1	2458	DAP	210	3.98
Babhalde	2024	19.1	47.8	Medium Black Soil	7.663905019	Wheat	Rabi	257.1	11.8	323	0	3129	DAP	265	3.98
Bhadne	2024	33.1	37.1	Medium Black Soil	8.202264063	Onion	Summer	268	15.8	371.6	0	26568	UREA + 19:19:19	188	2.73
Bhadne	2024	28	73.7	Medium Black Soil	8.203665484	Cotton	Kafik	268	15.8	371.6	544.3	2326	DAP	188	2.73
Bhadne	2024	19.1	54.2	Medium Black Soil	8.19646274	Gram (Chickpea)	Rabi	268	15.8	371.6	0	1432	DAP	133	2.73
Mhalsar	2024	33.2	34.1	Medium Black Soil	7.691036969	Summer Maize	Summer	217.6	12.8	308.7	0	2756	DAP	260	1.51
Mhalsar	2024	28	73.4	Medium Black Soil	7.860991475	Tur (Red Gram)	Kafik	217.6	12.8	308.7	561.5	1646	DAP	205	1.51
Mhalsar	2024	19.2	47.8	Medium Black Soil	8.287991725	Gram (Chickpea)	Rabi	217.6	12.8	308.7	0	1464	DAP	150	1.51
Vikharan	2024	33.4	31.2	Deep Black Soil	7.617609981	Summer Maize	Summer	166.9	10.4	207.3	0	3496	DAP	273	2.14
Vikharan	2024	29.2	77	Deep Black Soil	7.021733937	Soybean	Kafik	166.9	10.4	207.3	540	2016	DAP	355	2.14
Vikharan	2024	19.3	54.5	Deep Black Soil	7.052163673	Gram (Chickpea)	Rabi	166.9	10.4	207.3	0	1704	DAP	163	2.14
Hol P B	2024	33	36.5	Medium Black Soil	7.871145101	Summer Maize	Summer	266.3	14.1	355.4	0	3294	DAP	252	2.45
Hol P B	2024	29.2	75.9	Medium Black Soil	8.227376165	Cotton	Kafik	266.3	14.1	355.4	552.6	1848	DAP	197	2.45
Hol P B	2024	19.9	45.2	Medium Black Soil	7.930961438	Gram (Chickpea)	Rabi	266.3	14.1	355.4	0	1495	DAP	142	2.45
Dongargaon	2024	34.4	38.1	Medium Black Soil	7.898250006	Onion	Summer	159.7	24.1	277.8	0	20857	UREA + 19:19:19	142	3.58
Dongargaon	2024	29	73.3	Medium Black Soil	7.58437896	Soybean	Kafik	159.7	24.1	277.8	544.3	2118	DAP	280	3.58
Dongargaon	2024	19.6	46	Medium Black Soil	8.025424084	Rabi Jowar	Rabi	159.7	24.1	277.8	0	2374	12:32:16	87	3.58
Mudawad	2024	33.9	35.2	Medium Black Soil	8.157682528	Summer Maize	Summer	185.9	23.1	452.6	0	2980	DAP	203	3.28
Mudawad	2024	29.4	70.9	Medium Black Soil	7.804336006	Soybean	Kafik	185.9	23.1	452.6	556.3	2053	DAP	285	3.28
Mudawad	2024	18.5	49.1	Medium Black Soil	8.120489481	Rabi Jowar	Rabi	185.9	23.1	452.6	0	2909	12:32:16	93	3.28
Shirdane Pr.ner	2024	34.2	38.9	Light Black Soil	7.971581323	Onion	Summer	137.2	22	337.5	0	23979	UREA + 19:19:19	182	2.42
Shirdane Pr.ner	2024	29.2	71.3	Light Black Soil	7.363013167	Groundnut	Kafik	137.2	22	337.5	539.6	1579	DAP	154	2.42
Shirdane Pr.ner	2024	20	53.7	Light Black Soil	7.618663705	Gram (Chickpea)	Rabi	137.2	22	337.5	0	1627	12:32:16	99	2.42
Warade	2024	34	39.2	Light Black Soil	7.429710366	Onion	Summer	196.6	12	224.2	0	23464	UREA + 19:19:19	209	4.95
Warade	2024	29.1	79.2	Light Black Soil	7.834283535	Bajra (Millet)	Kafik	196.6	12	224.2	537.7	2914	DAP	209	4.95
Warade	2024	19.7	54.7	Light Black Soil	7.662074693	Gram (Chickpea)	Rabi	196.6	12	224.2	0	1136	DAP	154	4.95
Zende-anjan	2024	34.8	30.4	Deep Black Soil	7.507665934	Sugarcane	Summer	245.6	17.4	331.1	0	111072	UREA + MOP + 10:26:26	601	3.42
Zende-anjan	2024	28.3	73.9	Deep Black Soil	7.638331328	Tur (Red Gram)	Kafik	245.6	17.4	331.1	566.7	1722	DAP	179	3.42
Zende-anjan	2024	19.9	48	Deep Black Soil	7.316776378	Wheat	Rabi	245.6	17.4	331.1	0	3042	DAP	234	3.42
Jogshelu	2024	33.3	38.9	Medium Black Soil	8.232072055	Onion	Summer	245.9	21.5	247.7	0	24331	UREA + 19:19:19	157	1.95
Jogshelu	2024	28.9	79.1	Medium Black Soil	7.926423094	Cotton	Kafik	245.9	21.5	247.7	534.1	1679	DAP	157	1.95
Jogshelu	2024	18.3	51.6	Medium Black Soil	7.626363858	Wheat	Rabi	245.9	21.5	247.7	0	3798	DAP	212	1.95
Amode (Pr. Bhamer)	2024	33.9	30.8	Light Black Soil	7.756719295	Onion	Summer	222	12	425.4	0	25339	UREA + 19:19:19	209	1.41
Amode (Pr. Bhamer)	2024	29.4	72.5	Light Black Soil	7.83460908	Bajra (Millet)	Kafik	222	12	425.4	550.2	2652	DAP	209	1.41
Amode (Pr. Bhamer)	2024	18.1	45.6	Light Black Soil	7.453409342	Gram (Chickpea)	Rabi	222	12	425.4	0	1206	DAP	154	1.41
Kadane	2024	33.1	39.1	Medium Black Soil	8.185743406	Onion	Summer	231.4	24.3	220.7	0	22233	UREA + 19:19:19	141	1.61
Kadane	2024	29.5	79	Medium Black Soil	8.224914604	Cotton	Kafik	231.4	24.3	220.7	538.8	1560	DAP	141	1.61
Kadane	2024	19.3	50.3	Medium Black Soil	7.72152359	Wheat	Rabi	231.4	24.3	220.7	0	3244	DAP	196	1.61
Chirne	2024	33.6	40	Medium Black Soil	8.286817178	Onion	Summer	111.4	14.2	278.5	0	25574	UREA + 19:19:19	282	1.98
Chirne	2024	28.7	74.7	Medium Black Soil	7.612569222	Soybean	Kafik	111.4	14.2	278.5	531.6	2086	DAP	334	1.98
Chirne	2024	18.8	54.8	Medium Black Soil	7.661612535	Wheat	Rabi	111.4	14.2	278.5	0	3740	DAP	271	1.98
Hatti	2024	33.3	33.3	Light Black Soil	7.347379871	Summer Maize	Summer	149.4	23.6	274.9	0	3117	DAP	200	1.64
Hatti	2024	29.4	70.6	Light Black Soil	7.915191768	Bajra (Millet)	Kafik	149.4	23.6	274.9	531.4	3007	DAP	145	1.64
Hatti	2024	19.2	49.8	Light Black Soil	7.723434042	Gram (Chickpea)	Rabi	149.4	23.6	274.9	0	1540	12:32:16	90	1.64
Rewadi	2024	33.6	32.4	Medium Black Soil	7.621683427	Onion	Summer	154.4	21.4	334.9	0	29130	UREA + 19:19:19	157	1.75
Rewadi	2024	29	73.7	Medium Black Soil	7.852258735	Soybean	Kafik	154.4	21.4	334.9	537	1822	DAP	295	1.75
Rewadi	2024	18.9	48.4	Medium Black Soil	7.99223842	Gram (Chickpea)	Rabi	154.4	21.4	334.9	0	1246	12:32:16	102	1.75
Navalnagar	2024	34.9	31.3	Light Black Soil	7.266771268	Summer Maize	Summer	255.3	11	346.3	0	2628	DAP	270	2.14
Navalnagar	2024	28.2	73.4	Light Black Soil	7.905933095	Bajra (Millet)	Kafik	255.3	11	346.3	564.7	2753	DAP	214	2.14
Navalnagar	2024	19.2	51.6	Light Black Soil	7.842882828	Gram (Chickpea)	Rabi	255.3	11	346.3	0	1158	DAP	160	2.14
Akadse	2024	33.8	40	Medium Black Soil	7.904165419	Summer Maize	Summer	106.7	10.9	471.9	0	2948	DAP	299	1.69
Akadse	2024	28.7	77.2	Medium Black Soil	8.273701292	Soybean	Kafik	106.7	10.9	471.9	541.3	1826	DAP	353	1.69
Akadse	2024	19.3	53.1	Medium Black Soil	7.834208783	Rabi Jowar	Rabi	106.7	10.9	471.9	0	2872	DAP	160	1.69
Varapade	2024	35	38.9	Medium Black Soil	8.287288255	Summer Maize	Summer	127.8	18	323.3	0	3329	DAP	231	4.59
Varapade	2024	29.5	77	Medium Black Soil	8.034335999	Cotton	Kafik	127.8	18	323.3	568	1680	DAP	176	4.59
Varapade	2024	18.7	46.5	Medium Black Soil	8.007737019	Gram (Chickpea)	Rabi	127.8	18	323.3	0	1323	DAP	121	4.59
Khalane	2024	33.1	32.4	Medium Black Soil	7.632763916	Onion	Summer	169.5	23.5	206.5	0	26125	UREA + 19:19:19	146	1.32
Khalane	2024	28.9	75.2	Medium Black Soil	8.205542207	Cotton	Kafik	169.5	23.5	206.5	553.3	2451	DAP	146	1.32
Khalane	2024	19.5	54.6	Medium Black Soil	7.84199175	Gram (Chickpea)	Rabi	169.5	23.5	206.5	0	1546	12:32:16	91	1.32
Sukawad	2024	33.2	31.1	Medium Black Soil	7.629786725	Summer Maize	Summer	232.8	24.5	368.1	0	3741	DAP	195	3.1
Sukawad	2024	29.2	77.5	Medium Black Soil	7.510086016	Tur (Red Gram)	Kafik	232.8	24.5	368.1	547.5	1668	DAP	140	3.1
Sukawad	2024	19.7	54.4	Medium Black Soil	7.947804547	Rabi Jowar	Rabi	232.8	24.5	368.1	0	2903	12:32:16	85	3.1
Hatnur	2024	35	34	Medium Black Soil	7.921919698	Onion	Summer	287.4	10.8	325.6	0	22043	UREA + 19:19:19	216	2.64
Hatnur	2024	28.8	71.5	Medium Black Soil	8.075482898	Tur (Red Gram)	Kafik	287.4	10.8	325.6	553.2	1607	DAP	216	2.64
Hatnur	2024	19.4	51.6	Medium Black Soil	8.212206442	Rabi Jowar	Rabi	287.4	10.8	325.6	0	2938	DAP	161	2.64
Darana	2024	34.7	31	Medium Black Soil	7.563525268	Onion	Summer	152	21	494.4	0	25984	UREA + 19:19:19	160	4.93
Darana	2024	29	75.8	Medium Black Soil	8.085197192	Soybean	Kafik	152	21	494.4	550.7	1792	DAP	297	4.93
Darana	2024	18.5	46.7	Medium Black Soil	7.649929555	Wheat	Rabi	152	21	494.4	0	3541	DAP	214	4.93
Tanda (kundane) (v)	2024	34.7	30.6	Light Black Soil	7.886541643	Onion	Summer	151.3	19.8	259.4	0	23411	UREA + 19:19:19	166	1.45
Tanda (kundane) (v)	2024	28.9	71.2	Light Black Soil	7.855250811	Maize	Kafik	151.3	19.8	259.4	560.4	3025	DAP	221	1.45
Tanda (kundane) (v)	2024	18.9	54.8	Light Black Soil	7.632635004	Safflower	Rabi	151.3	19.8	259.4	0	1055	12:32:16	56	1.45
Dhandarne	2024	33.8	38.6	Medium Black Soil	8.068194239	Onion	Summer	213.1	17	491.6	0	27930	UREA + 19:19:19	182	2.59
Dhandarne	2024	28.2	72.7	Medium Black Soil	7.751480091	Soybean	Kafik	213.1	17	491.6	541.3	1549	DAP	319	2.59
Dhandarne	2024	18.8	49	Medium Black Soil	7.876934319	Gram (Chickpea)	Rabi	213.1	17	491.6	0	1134	DAP	126	2.59
Kanchanpur	2024	34.3	33.4	Medium Black Soil	8.157309518	Onion	Summer	221.7	15.2	234.2	0	24388	UREA + 19:19:19	191	4.88
Kanchanpur	2024	29.4	76.4	Medium Black Soil	7.867412158	Cotton	Kafik	221.7	15.2	234.2	544.1	2152	DAP	191	4.88
Kanchanpur	2024	18.8	49.3	Medium Black Soil	7.786238612	Wheat	Rabi	221.7	15.2	234.2	0	3410	DAP	246	4.88
Sonevadi	2024	34.2	30.7	Medium Black Soil	7.895369958	Summer Maize	Summer	130.2	13.4	275.3	0	2914	DAP	256	4.46
Sonevadi	2024	29.6	76.5	Medium Black Soil	8.162599402	Cotton	Kafik	130.2	13.4	275.3	565.8	2056	DAP	201	4.46
Sonevadi	2024	19.5	50.4	Medium Black Soil	7.768166438	Wheat	Rabi	130.2	13.4	275.3	0	3280	DAP	256	4.46
Rahimpur	2024	33.2	34.1	Medium Black Soil	7.639009275	Onion	Summer	270.1	18.4	357	0	29156	UREA + 19:19:19	174	4.27
Rahimpur	2024	28.8	73.2	Medium Black Soil	8.069611216	Soybean	Kafik	270.1	18.4	357	567.9	2138	DAP	311	4.27
Rahimpur	2024	18.1	52.4	Medium Black Soil	8.16078257	Rabi Jowar	Rabi	270.1	18.4	357	0	2803	DAP	119	4.27
Warud	2024	33.2	36.1	Medium Black Soil	7.580509983	Onion	Summer	123	22.9	416.8	0	23348	UREA + 19:19:19	208	2.03
Warud	2024	29.4	76.3	Medium Black Soil	7.69189929	Soybean	Kafik	123	22.9	416.8	565.7	1990	DAP	287	2.03
Warud	2024	19.9	46	Medium Black Soil	7.613577592	Wheat	Rabi	123	22.9	416.8	0	2833	DAP	204	2.03
Dhawde	2024	34.7	30.3	Medium Black Soil	7.778353129	Summer Maize	Summer	113.5	20.6	363.1	0	3168	DAP	231	1.68
Dhawde	2024	29.1	74	Medium Black Soil	7.860280783	Soybean	Kafik	113.5	20.6	363.1	546.8	1669	DAP	299	1.68
Dhawde	2024	19	48.7	Medium Black Soil	8.09906107	Rabi Jowar	Rabi	113.5	20.6	363.1	0	3271	12:32:16	107	1.68
Warshi	2024	33.4	30.2	Light Black Soil	7.720918068	Summer Maize	Summer	116.3	16.9	345.4	0	2575	DAP	245	3.67
Warshi	2024	29	78.4	Light Black Soil	7.696742854	Bajra (Millet)	Kafik	116.3	16.9	345.4	561.2	2559	DAP	182	3.67
Warshi	2024	18.7	47.2	Light Black Soil	7.481899957	Safflower	Rabi	116.3	16.9	345.4	0	1316	12:32:16	72	3.67
Old Bhampur (old Bhamte)	2024	33.2	30.9	Deep Black Soil	7.673158042	Banana	Summer	133.2	24.2	455	0	63925	UREA + MOP + SOP	1012	4.72
Old Bhampur (old Bhamte)	2024	28.4	71	Deep Black Soil	7.377029734	Soybean	Kafik	133.2	24.2	455	549.1	1468	DAP	279	4.72
Old Bhampur (old Bhamte)	2024	18.5	45.7	Deep Black Soil	7.78328395	Wheat	Rabi	133.2	24.2	455	0	4180	DAP	197	4.72
Kalwade	2024	33.1	38.6	Medium Black Soil	8.007313711	Onion	Summer	233.8	16.9	323.5	0	25173	UREA + 19:19:19	182	3.23
Kalwade	2024	28.3	75.6	Medium Black Soil	7.601011793	Soybean	Kafik	233.8	16.9	323.5	549.9	1891	DAP	320	3.23
Kalwade	2024	19.5	49.6	Medium Black Soil	8.04094205	Gram (Chickpea)	Rabi	233.8	16.9	323.5	0	1231	DAP	127	3.23
Daswel	2024	33.3	32	Medium Black Soil	7.760083212	Onion	Summer	230.2	18.2	218.7	0	24842	UREA + 19:19:19	175	3.29
Daswel	2024	28.9	75.3	Medium Black Soil	8.049061757	Cotton	Kafik	230.2	18.2	218.7	538.2	1932	DAP	175	3.29
Daswel	2024	18.7	52.8	Medium Black Soil	7.555712919	Wheat	Rabi	230.2	18.2	218.7	0	2888	DAP	230	3.29
Dangurne	2024	34.5	39.3	Medium Black Soil	7.63990515	Onion	Summer	202.5	22.1	337.8	0	21219	UREA + 19:19:19	153	2.12
Dangurne	2024	28.1	79	Medium Black Soil	8.184589807	Cotton	Kafik	202.5	22.1	337.8	553.6	2324	DAP	153	2.12
Dangurne	2024	18.8	53.8	Medium Black Soil	7.681743646	Wheat	Rabi	202.5	22.1	337.8	0	3125	DAP	208	2.12
Dattane	2024	34.4	39.9	Medium Black Soil	8.1696329	Summer Maize	Summer	110.4	21.8	260.4	0	2810	DAP	231	4.08
Dattane	2024	29.5	73.6	Medium Black Soil	7.723420871	Soybean	Kafik	110.4	21.8	260.4	537.4	1804	DAP	293	4.08
Dattane	2024	19	48.8	Medium Black Soil	8.014305528	Rabi Jowar	Rabi	110.4	21.8	260.4	0	3101	12:32:16	100	4.08
Ajande	2024	33.7	32.6	Deep Black Soil	7.555320459	Onion	Summer	151.7	12.5	299.1	0	20795	UREA + 19:19:19	206	1.75
Ajande	2024	29	76.8	Deep Black Soil	7.410123803	Soybean	Kafik	151.7	12.5	299.1	543.3	1861	DAP	344	1.75
Ajande	2024	18.6	50.2	Deep Black Soil	7.244248541	Wheat	Rabi	151.7	12.5	299.1	0	2952	DAP	261	1.75
Kumrej	2024	33.2	31.6	Medium Black Soil	7.670115501	Onion	Summer	251.4	17.8	261.5	0	20550	UREA + 19:19:19	177	2.29
Kumrej	2024	28.1	79.7	Medium Black Soil	7.526551484	Tur (Red Gram)	Kafik	251.4	17.8	261.5	564.2	1214	DAP	177	2.29
Kumrej	2024	18	46.8	Medium Black Soil	7.743157121	Wheat	Rabi	251.4	17.8	261.5	0	3981	DAP	232	2.29
Mhasdi	2024	34.2	30.8	Light Black Soil	7.722530232	Summer Maize	Summer	275.6	23.2	461.2	0	2711	DAP	202	2.7
Mhasdi	2024	29.8	77.2	Light Black Soil	7.950643855	Maize	Kafik	275.6	23.2	461.2	538.3	2418	DAP	202	2.7
Mhasdi	2024	19.9	50.1	Light Black Soil	7.896963586	Safflower	Rabi	275.6	23.2	461.2	0	1170	12:32:16	37	2.7
Morane	2024	33.6	35.5	Light Black Soil	7.812851821	Summer Maize	Summer	147.8	16.8	495.5	0	3640	DAP	238	3.03
Morane	2024	29.9	75.2	Light Black Soil	7.830757875	Bajra (Millet)	Kafik	147.8	16.8	495.5	532.8	2234	DAP	183	3.03
Morane	2024	18.5	53.8	Light Black Soil	7.731987923	Gram (Chickpea)	Rabi	147.8	16.8	495.5	0	1350	DAP	128	3.03
Sukawad Pr. Dangari	2024	33.7	30	Light Black Soil	7.408229486	Summer Maize	Summer	254.4	10.4	219.6	0	2611	DAP	273	1.97
Sukawad Pr. Dangari	2024	28.5	73.2	Light Black Soil	7.925756025	Bajra (Millet)	Kafik	254.4	10.4	219.6	532.8	2443	DAP	218	1.97
Sukawad Pr. Dangari	2024	19.7	49.6	Light Black Soil	7.73658585	Safflower	Rabi	254.4	10.4	219.6	0	1237	12:32:16	108	1.97
Bhadgaon (Ma)	2024	33.9	33.4	Light Black Soil	7.648352505	Summer Maize	Summer	192.8	23.6	361.6	0	3291	DAP	200	1.46
Bhadgaon (Ma)	2024	29.8	79.5	Light Black Soil	7.288791575	Groundnut	Kafik	192.8	23.6	361.6	567.6	1466	DAP	145	1.46
Bhadgaon (Ma)	2024	20	48.8	Light Black Soil	7.557644435	Gram (Chickpea)	Rabi	192.8	23.6	361.6	0	1282	12:32:16	90	1.46
Karle	2024	34.9	37.9	Medium Black Soil	7.868286617	Onion	Summer	199.6	11.6	397	0	21224	UREA + 19:19:19	211	3.44
Karle	2024	29.4	72.4	Medium Black Soil	8.191650888	Cotton	Kafik	199.6	11.6	397	550.3	1872	DAP	211	3.44
Karle	2024	18.4	46.7	Medium Black Soil	7.937318576	Gram (Chickpea)	Rabi	199.6	11.6	397	0	1144	DAP	156	3.44
Tavakheda PN	2024	34.8	32.9	Medium Black Soil	7.804320439	Summer Maize	Summer	264.4	15.7	432.7	0	3541	DAP	244	2.15
Tavakheda PN	2024	28.9	74.9	Medium Black Soil	8.281440263	Cotton	Kafik	264.4	15.7	432.7	546.4	2448	DAP	189	2.15
